along_strike_index,down_dip_index,cen_x,cen_y,cen_z
34,14,1739484.6772215734,5454945.296386869,-31629.225209560387
34,15,1732369.0571174035,5461109.487060915,-34974.06275133139
34,16,1725323.6019809698,5467212.894523738,-38586.844915143956
34,17,1718367.2722169575,5473239.093566009,-42471.67366754409
34,18,1711453.3277538556,5479228.574645156,-46490.03907631729
35,0,1854865.916492735,5368222.169464409,-4836.697850711748
35,1,1847613.662059991,5374504.725093529,-7542.147303616586
35,2,1840264.8467196834,5380870.930473079,-9693.052227529397
35,3,1832855.077257367,5387289.939800133,-11585.664026703595
35,4,1825402.260417974,5393746.240640285,-13170.245782824217
35,5,1817915.8944740803,5400231.604734807,-14523.455784435495
35,6,1810411.203431004,5406732.843679845,-15705.804616806097
35,7,1802896.8491923572,5413242.453754756,-16778.341195550955
35,8,1795384.4059368097,5419750.408364081,-17865.026875853793
35,9,1787880.6211496266,5426250.862228684,-19056.596060867927
35,10,1780397.5089167613,5432733.407665818,-20447.74048075894
35,11,1772945.504850842,5439189.004408422,-22107.52131491497
35,12,1765542.0120145893,5445602.576356965,-24113.78710994536
35,13,1758205.2084059257,5451958.376093284,-26489.117229034397
35,14,1750960.7911916224,5458234.142418292,-29315.715639097223
35,15,1743810.4758852324,5464428.389199723,-32543.289472520188
35,16,1736725.6069702853,5470565.940425477,-36016.358842829235
35,17,1729672.9900440867,5476675.552075291,-39598.22982439202
35,18,1722699.0692095454,5482716.990086381,-43442.723353450725
35,19,1715752.5570064348,5488734.684273634,-47353.38557716282
36,0,1865905.588576619,5371889.100745617,-4829.158410747337
36,1,1858614.1533386488,5378205.598315233,-7291.620341155881
36,2,1851241.1232924457,5384592.780652811,-9422.93840443929
36,3,1843809.423528103,5391030.78798162,-11191.379256214903
36,4,1836336.5003934596,5397504.506704663,-12656.834292733278
36,5,1828836.5390982942,5404001.648316294,-13886.524174239437
36,6,1821322.0678977936,5410511.359714091,-14959.392317095257
36,7,1813803.1146895436,5417024.953830466,-15956.759907094418
36,8,1806283.6194835627,5423539.017474066,-16942.54138193821
36,9,1798774.0365203621,5430044.49424068,-18037.07512205498
36,10,1791277.5452008613,5436538.629847027,-19295.500771067316
36,11,1783809.6598370038,5443007.984399521,-20823.0747635237
36,12,1776384.5921072096,5449440.246462996,-22683.44683413467
36,13,1769020.148510919,5455819.990444717,-24914.82358633656
36,14,1761753.4710654528,5462115.040585799,-27643.74168433267
36,15,1754566.9208577203,5468340.677300596,-30724.045911891524
36,16,1747438.161265754,5474516.250581771,-34040.89643491238
36,17,1740381.652553972,5480629.233646592,-37615.42320204985
36,18,1733377.5960497006,5486696.777887581,-41360.316800747554
36,19,1726367.0046965822,5492769.9832029,-45080.47560209734
36,20,1719356.4349366147,5498843.169812287,-48805.73742953545
37,0,1874770.1784503344,5377440.284035633,-5482.036075459059
37,1,1867418.6475695595,5383808.841860787,-7717.617601334666
37,2,1860007.2450727257,5390229.265869344,-9544.96204313746
37,3,1852545.6656173752,5396693.157676239,-11091.892475460758
37,4,1845051.1674287673,5403185.566653187,-12367.897904445794
37,5,1837538.457077011,5409693.752645292,-13463.457384874107
37,6,1830017.4312300237,5416209.142267918,-14432.035239939001
37,7,1822490.7838768985,5422729.401745201,-15319.720412260564
37,8,1814972.5330980849,5429242.387353967,-16277.347406460167
37,9,1807459.912802115,5435750.495331643,-17300.48837922523
37,10,1799960.555227285,5442247.113946374,-18502.933390255377
37,11,1792493.6833372691,5448715.590536594,-20015.134575483673
37,12,1785070.668057164,5455146.07458339,-21874.59730087346
37,13,1777708.8883123142,5461523.510897196,-24132.454849384507
37,14,1770439.5071616187,5467820.903231132,-26868.604057910037
37,15,1763253.9013157892,5474045.721854637,-29963.402423845862
37,16,1756157.77189014,5480193.0279484205,-33382.94185278877
37,17,1749082.1689437297,5486322.552158116,-36884.050538554045
37,18,1742061.1691417505,5492404.774208795,-40572.8805141999
37,19,1735038.5613345983,5498488.389258306,-44259.93282178783
37,20,1727969.9947734142,5504611.817917711,-47786.27317501645
38,0,1884145.9054416646,5382548.674342406,-5965.864721250657
38,1,1876748.6338936866,5388956.856851012,-7894.645277753627
38,2,1869301.8655535742,5395407.917936608,-9556.22937972767
38,3,1861811.7503172173,5401896.530005769,-10875.139570987094
38,4,1854298.523115649,5408405.163739707,-11963.074176624485
38,5,1846774.1112800129,5414923.486610504,-12902.078869900706
38,6,1839244.6041074337,5421446.223520836,-13741.631512966118
38,7,1831713.5321703514,5427970.315971038,-14561.446402099178
38,8,1824190.323411525,5434487.596628402,-15435.786576280332
38,9,1816673.5541769594,5440999.298790173,-16443.534356606135
38,10,1809178.0632704033,5447492.567748772,-17662.41473960798
38,11,1801706.2211978708,5453965.349958498,-19139.914531187685
38,12,1794278.388123959,5460400.007611982,-20963.459845353875
38,13,1786915.1478080435,5466778.709203923,-23204.255949012924
38,14,1779643.183976727,5473078.338888302,-25919.960448097543
38,15,1772476.59745302,5479286.681262889,-29089.70107889541
38,16,1765378.6369613402,5485435.573590898,-32488.510226244554
38,17,1758357.5445280345,5491517.87588717,-36181.7832922496
38,18,1751325.6619254837,5497609.525599361,-39827.85286681372
38,19,1744300.0972962175,5503695.702114357,-43460.37185833458
38,20,1737209.6536836505,5509838.082645017,-46907.15105384794
39,0,1894633.1936691212,5386694.130245001,-6149.024704892331
39,1,1887200.7681600696,5393132.7662792085,-7895.697196023654
39,2,1879729.6398316924,5399604.930179497,-9296.577152601563
39,3,1872224.5958081917,5406106.474907953,-10449.532060823622
39,4,1864702.4107879612,5412622.86871079,-11419.259341162484
39,5,1857169.1673457033,5419148.842314253,-12224.34124059299
39,6,1849633.8048143361,5425676.65166346,-12952.718036293896
39,7,1842096.8070330182,5432205.877613377,-13672.553982607607
39,8,1834564.1987047128,5438731.301023962,-14466.134856106013
39,9,1827043.8350061625,5445246.117034005,-15401.14511217995
39,10,1819539.5266589245,5451747.024453458,-16551.316189038313
39,11,1812059.8080556188,5458226.630023177,-17934.07867061803
39,12,1804625.3994925618,5464666.983957276,-19718.0071306197
39,13,1797255.7596876295,5471051.229362678,-21930.258612173704
39,14,1789973.2391061143,5477360.004254386,-24575.386232047797
39,15,1782799.1065818772,5483574.883653914,-27672.89414588801
39,16,1775703.588293301,5489721.66032575,-31097.051544627473
39,17,1768675.9025231893,5495809.674363888,-34753.95101709379
39,18,1761681.2938917372,5501869.034006954,-38476.67895863081
39,19,1754679.3796826405,5507934.722399015,-42193.61033995492
39,20,1747614.838806669,5514054.663647503,-45727.0784879298
39,21,1740467.2980952929,5520246.506824966,-48945.05056801653
40,0,1907716.0480393444,5388591.073104898,-5680.210075492786
40,1,1900275.956283531,5395036.350332157,-7339.737195380997
40,2,1892800.8602175328,5401511.951443944,-8720.39502554155
40,3,1885288.4015952135,5408019.919365351,-9799.222316920097
40,4,1877759.6351712646,5414542.014572538,-10663.782857739
40,5,1870221.8811417944,5421071.895652682,-11387.677191398874
40,6,1862679.5877458905,5427605.709140659,-12027.61751302894
40,7,1855138.3402719027,5434138.616556919,-12659.761713461954
40,8,1847599.506756129,5440669.4327852735,-13345.853924969937
40,9,1840068.1184492758,5447193.799303452,-14122.081108427126
40,10,1832548.340629798,5453708.107772302,-15090.604977815821
40,11,1825052.1953294487,5460201.943625712,-16335.332694062772
40,12,1817590.6522469365,5466665.80392318,-17908.611421329424
40,13,1810182.5253821108,5473083.390284423,-19873.86626576689
40,14,1802851.5651226342,5479434.127985665,-22295.475481040827
40,15,1795624.7169208694,5485694.67445047,-25192.546119599192
40,16,1788484.5960418673,5491880.089901206,-28457.60964243377
40,17,1781440.3080969714,5497982.486237651,-32064.70827591663
40,18,1774457.2947607264,5504031.800992213,-35839.51174433115
40,19,1767504.2364571309,5510055.166000978,-39688.02150770275
40,20,1760501.5778029535,5516121.499298383,-43428.26437856073
40,21,1753417.5812240853,5522258.294828098,-46870.389488980974
41,0,1918695.1597327502,5392310.4672479145,-5567.843400587201
41,1,1911242.0604182861,5398767.012793401,-7176.9047645618975
41,2,1903752.7453676872,5405254.931669626,-8480.377601439974
41,3,1896234.2551246614,5411768.124723849,-9475.802185316297
41,4,1888701.8053645634,5418293.4107683785,-10286.840212771769
41,5,1881159.6606366308,5424827.095466775,-10935.252785370802
41,6,1873613.416575924,5431364.331376239,-11498.691702255039
41,7,1866066.5500780342,5437902.106496821,-12039.606947716065
41,8,1858522.0785070295,5444437.8069161475,-12619.326164175618
41,9,1850983.1580437643,5450968.698466245,-13320.840367665263
41,10,1843456.2004080513,5457489.226738238,-14199.906366808293
41,11,1835947.7052420122,5463993.761157029,-15337.648323395199
41,12,1828471.5277555871,5470470.299092539,-16786.969752447963
41,13,1821046.4586849872,5476902.56231754,-18633.01028669001
41,14,1813693.3290576553,5483272.505120878,-20914.544096910755
41,15,1806424.9781276006,5489569.004984956,-23644.19800081809
41,16,1799272.4989108373,5495765.126340345,-26842.44099550706
41,17,1792231.9503072612,5501864.283322726,-30467.46911400454
41,18,1785240.4578337981,5507920.943469229,-34238.42399385397
41,19,1778310.6210717089,5513924.191888365,-38207.79498548161
41,20,1771352.7926100628,5519951.689237437,-42092.987551069666
41,21,1764298.5461594649,5526062.712527974,-45660.429735972335
41,22,1757151.5828513103,5532254.055506789,-48846.48872509496
42,0,1928407.9660047384,5397126.849138298,-5463.590187402506
42,1,1920949.649256445,5403587.914494635,-7041.75641133015
42,2,1913457.1712910787,5410078.573372353,-8331.393929524163
42,3,1905937.2084065587,5416593.042161203,-9317.484472282507
42,4,1898402.1131023276,5423120.620014209,-10090.993699018256
42,5,1890858.029582644,5429655.984268549,-10694.89123477126
42,6,1883310.2735029662,5436194.530024955,-11218.548009844944
42,7,1875761.0214255215,5442734.371749296,-11705.947775727682
42,8,1868213.6727698941,5449272.564558313,-12238.117824130319
42,9,1860671.345011368,5455806.407814288,-12881.027972492868
42,10,1853137.8734908581,5462332.578999663,-13682.093074268425
42,11,1845622.0332410124,5468843.476391243,-14731.779894103893
42,12,1838134.5013173819,5475329.850562373,-16082.60384404917
42,13,1830691.8949330528,5481777.306187215,-17819.76674728159
42,14,1823315.3051462523,5488167.572292542,-19992.13792624751
42,15,1816033.2203288893,5494475.969686114,-22640.33415353266
42,16,1808863.9787277542,5500686.612127775,-25759.179225311622
42,17,1801805.2582397405,5506801.51123227,-29322.13280824964
42,18,1794832.58056175,5512841.872309248,-33159.8003898499
42,19,1787900.28250137,5518847.252926527,-37091.71380568608
42,20,1780979.2368733836,5524842.885673935,-41052.17090768482
42,21,1774007.6090600751,5530882.337263618,-44903.56188830064
42,22,1766941.4838240137,5537003.651027438,-48369.32774877765
43,0,1938393.1168023378,5401707.30168446,-4936.814582959277
43,1,1930944.5155008687,5408159.950646184,-6622.170096135013
43,2,1923458.7142369552,5414644.825564076,-7988.183938439994
43,3,1915941.7680784028,5421156.68099333,-9023.656250747064
43,4,1908410.7619696532,5427680.716417106,-9852.37693388164
43,5,1900869.4532698353,5434213.676872692,-10510.887719224967
43,6,1893322.5303541587,5440751.50086744,-11049.169786046623
43,7,1885773.0234082916,5447291.56338175,-11525.74972427338
43,8,1878224.7257946355,5453830.578263637,-12036.529961776909
43,9,1870679.831695382,5460366.644714967,-12626.969207454338
43,10,1863144.1819390568,5466894.702884289,-13379.477624024796
43,11,1855624.6258271283,5473408.819290102,-14356.762840477095
43,12,1848129.3927232805,5479901.864916788,-15626.875746999087
43,13,1840659.7045636794,5486372.781213242,-17145.03275947729
43,14,1833256.0101257544,5492786.527807301,-19149.845887155043
43,15,1825937.3452681748,5499126.614124602,-21637.785594419765
43,16,1818722.6852083474,5505376.602123698,-24611.782828333668
43,17,1811628.2071375984,5511522.477665214,-28050.09879742462
43,18,1804643.2306251745,5517573.493099705,-31863.120978035033
43,19,1797690.399201103,5523596.661565002,-35769.28845162774
43,20,1790776.2090617078,5529586.35547107,-39770.736851130096
43,21,1783830.2495100403,5535603.570901893,-43672.20119644617
43,22,1776836.4457314815,5541662.233308931,-47444.63677426833
44,0,1947819.2263554016,5406772.046080879,-4387.905576835082
44,1,1940381.7848953265,5413215.027383393,-6153.641221194492
44,2,1932904.9367010312,5419692.146346435,-7601.222888669908
44,3,1925395.877553956,5426197.169336369,-8733.237674264137
44,4,1917869.1913467539,5432717.4624725515,-9635.291256737057
44,5,1910329.8811224736,5439248.6916687265,-10337.280730068813
44,6,1902785.2367457368,5445784.541787934,-10923.049951069474
44,7,1895237.5811093545,5452323.000531316,-11450.470168337119
44,8,1887690.2601888583,5458861.169313666,-11977.642790321795
44,9,1880144.5534358474,5465397.939758835,-12546.594215020179
44,10,1872607.5119815888,5471927.203542186,-13264.37435622606
44,11,1865081.1515519745,5478447.214460496,-14172.107404554115
44,12,1857575.939698017,5484948.904578802,-15338.967137139967
44,13,1850105.9056253987,5491420.120536249,-16841.768889400293
44,14,1842691.32435563,5497843.2982840715,-18732.801134845457
44,15,1835319.4751479821,5504229.457672994,-20930.815818815863
44,16,1828059.1610234675,5510518.995332649,-23703.351164977976
44,17,1820933.1153459314,5516692.217576842,-27011.380958314177
44,18,1813891.710487699,5522792.116324087,-30637.443272626202
44,19,1806948.2411762371,5528807.174484675,-34585.189194243816
44,20,1800037.1784242915,5534794.15916621,-38617.819396633975
44,21,1793094.1337422433,5540808.849474575,-42549.31100537075
44,22,1786131.0882401778,5546840.866293691,-46432.08984123494
45,0,1957510.817870349,5411606.80610354,-3877.415326351532
45,1,1950078.324044857,5418045.501319597,-5672.623751641524
45,2,1942610.195677278,5424515.066383789,-7183.241103595317
45,3,1935105.4281832918,5431016.371557487,-8359.62998034205
45,4,1927584.426822762,5437531.739967739,-9328.882401518154
45,5,1920049.8681285928,5444058.8529608045,-10114.417561453525
45,6,1912507.8485700686,5450592.429226193,-10767.74707436242
45,7,1904961.157114499,5457130.052709361,-11321.222567376815
45,8,1897414.2750653801,5463667.841301817,-11869.391413508558
45,9,1889869.633893879,5470203.688644361,-12465.42513683898
45,10,1882331.0092833962,5476734.323900146,-13167.509930662476
45,11,1874798.8577214018,5483259.351618635,-13994.231529482202
45,12,1867286.226810871,5489767.468791599,-15070.979228745702
45,13,1859800.781044498,5496252.035745519,-16443.159988894193
45,14,1852357.3967559894,5502700.165260988,-18170.325915403464
45,15,1844976.3191380277,5509094.319129656,-20302.14270484503
45,16,1837680.2972717576,5515414.790049588,-22870.621001696945
45,17,1830469.24948687,5521661.64877096,-25854.751356260436
45,18,1823384.288551399,5527799.279713176,-29329.121242756457
45,19,1816397.143700064,5533852.173558024,-33114.02366437925
45,20,1809457.1664515967,5539864.206579295,-37071.26073753672
45,21,1802549.0003490795,5545848.681922342,-41118.66118125253
45,22,1795631.9887331666,5551840.820045355,-45120.046874262305
45,23,1788670.9880904206,5557871.065423251,-49012.91648543139
46,0,1966639.098815675,5416929.556450165,-3715.8326605716347
46,1,1959211.6410205907,5423363.889003345,-5534.23264544965
46,2,1951735.127874339,5429840.717717612,-6962.035556439387
46,3,1944232.4182080275,5436340.240215735,-8157.7476456365675
46,4,1936710.5779394936,5442856.335363617,-9126.249457955146
46,5,1929175.2101293777,5449384.149285751,-9894.671564429558
46,6,1921633.528560651,5455917.432753951,-10552.014123781157
46,7,1914088.1659007552,5462453.90511469,-11136.57456705537
46,8,1906541.3638453756,5468991.624409369,-11685.395041395434
46,9,1898996.7143038963,5475527.479002741,-12280.768202496964
46,10,1891456.2032345573,5482059.748479005,-12962.198527530076
46,11,1883924.448649583,5488584.432300263,-13797.920401466221
46,12,1876407.691007169,5495096.124419868,-14843.338974029235
46,13,1868910.4925242355,5501590.872634839,-16105.463414806198
46,14,1861452.615764279,5508051.556833671,-17728.745026282322
46,15,1854048.0529290757,5514466.055711625,-19732.620943330803
46,16,1846705.709065252,5520826.654915691,-22092.0543663296
46,17,1839466.1762030893,5527098.189975192,-24961.211119824733
46,18,1832333.8811714866,5533276.825972437,-28260.200252298095
46,19,1825292.9296911275,5539376.331962955,-31880.37515499695
46,20,1818330.913400696,5545407.457186305,-35745.116948586205
46,21,1811419.8111703163,5551394.476067613,-39779.228584426855
46,22,1804529.953488241,5557363.09100877,-43884.80566841738
46,23,1797610.972572331,5563356.935116715,-47900.557842929215
47,0,1975344.145590399,5422618.950334411,-3953.2543666564784
47,1,1967893.6906204114,5429073.205110671,-5599.070899842876
47,2,1960410.3669616226,5435555.933703972,-6943.371431076834
47,3,1952902.7645093522,5442059.6947737355,-8076.4482766160945
47,4,1945377.4011814785,5448578.84191276,-8989.796621468624
47,5,1937839.098489324,5455109.19829391,-9715.225086085586
47,6,1930295.774180799,5461643.904851202,-10342.533617824105
47,7,1922749.420563193,5468181.235668713,-10900.716073271666
47,8,1915202.291865477,5474719.237930388,-11439.520069405668
47,9,1907656.9512689642,5481255.6911778385,-12005.66100575815
47,10,1900115.7808491471,5487788.53184284,-12664.205879234563
47,11,1892582.5506632477,5494314.493962452,-13467.476194449377
47,12,1885063.2490393105,5500828.389907858,-14471.623587705644
47,13,1877563.0086819592,5507325.773268276,-15697.292135087835
47,14,1870097.6305036233,5513792.955870978,-17255.680240633763
47,15,1862671.5884717428,5520226.061962625,-19100.52321198519
47,16,1855317.6699815977,5526596.688149945,-21406.368588923993
47,17,1848048.9505745769,5532893.507221941,-24142.2647105361
47,18,1840878.8415658544,5539104.901090137,-27276.808404048712
47,19,1833803.7881984303,5545233.949205043,-30770.921623197304
47,20,1826834.3216891557,5551271.528478614,-34602.267090021174
47,21,1819890.8450816975,5557286.592959652,-38541.00145137474
47,22,1813006.319599127,5563250.588669599,-42657.68923392873
47,23,1806156.729557919,5569184.3201553915,-46850.941102577744
48,0,1983434.4767984024,5428840.866178529,-4231.843185262356
48,1,1975974.6987059084,5435303.197482761,-5760.994576503818
48,2,1968483.5399420862,5441792.713549349,-7067.880467762567
48,3,1960964.7138532125,5448306.197543477,-8073.544642916174
48,4,1953432.8455663712,5454830.979863528,-8901.828345731614
48,5,1945892.3996399024,5461363.192907173,-9582.933931541096
48,6,1938346.3482575202,5467900.261901327,-10148.98445908962
48,7,1930798.208383452,5474439.140134984,-10657.990586600163
48,8,1923249.7799327066,5480978.268359735,-11158.931059449433
48,9,1915703.1034935669,5487515.878834319,-11692.802786798842
48,10,1908161.1713022809,5494049.3794143405,-12319.922770037043
48,11,1900626.2447391443,5500576.811088621,-13092.896867700323
48,12,1893105.0872992973,5507092.314708827,-14060.193595013407
48,13,1885601.2155672482,5513592.8438929,-15240.996975475347
48,14,1878131.163469559,5520064.075465286,-16747.821750375013
48,15,1870705.945253409,5526496.467893589,-18597.591574176815
48,16,1863329.8632477946,5532886.294113142,-20759.71690584047
48,17,1856044.0580754373,5539197.914413113,-23414.210840229014
48,18,1848850.5327865737,5545429.593571073,-26463.132714609776
48,19,1841744.6504250353,5551585.348535872,-29854.921117386828
48,20,1834757.1224966338,5557638.574236559,-33639.28445242131
48,21,1827804.9476463415,5563661.173918544,-37532.515818703214
48,22,1820948.1283045788,5569601.16807525,-41739.541193750345
48,23,1814121.5864860471,5575514.933115786,-45996.22952306191
49,0,1991579.4018479772,5435015.487922603,-4450.003393486637
49,1,1984105.064439039,5441490.431817353,-5905.067181888413
49,2,1976601.0011061388,5447991.12698333,-7081.450031913468
49,3,1969076.81067899,5454509.258050163,-8021.1211817565745
49,4,1961541.13268344,5461037.340682843,-8785.363163608597
49,5,1953997.3057413457,5467572.482666578,-9402.91666892919
49,6,1946449.1040710842,5474111.41443366,-9909.80402672752
49,7,1938899.0530425133,5480651.948281386,-10368.76180636093
49,8,1931349.592390655,5487191.970691659,-10822.986733781321
49,9,1923801.11175987,5493731.144119457,-11315.343777323675
49,10,1916258.0695430343,5500265.606303534,-11900.158438851195
49,11,1908720.8608527435,5506795.014961789,-12629.510652301711
49,12,1901197.3373881408,5513312.568245626,-13552.22686893774
49,13,1893689.6927248936,5519816.365882337,-14687.003615579408
49,14,1886213.5195636053,5526292.900071024,-16131.741195503055
49,15,1878779.9407802226,5532732.535175272,-17915.762928291046
49,16,1871392.1058921404,5539132.5427995995,-20005.761113918288
49,17,1864090.715320646,5545457.6645752825,-22579.48898733836
49,18,1856862.972720049,5551718.985848869,-25485.14472541126
49,19,1849754.1580130362,5557877.281075283,-28874.427857491097
49,20,1842740.2834498547,5563953.33060271,-32575.443800810066
49,21,1835796.2133293084,5569968.909238211,-36492.38797640876
49,22,1828909.5813118618,5575934.729818297,-40590.34326525276
49,23,1822098.7927272655,5581834.84798951,-44913.35666442407
50,0,1998301.6153017087,5442422.590521834,-4659.787232956348
50,1,1990813.2890842224,5448909.652781803,-6002.376913131126
50,2,1983302.373762212,5455416.283757556,-7104.366618416556
50,3,1975773.545529246,5461938.432509278,-7977.506293051271
50,4,1968234.6048406467,5468469.341580381,-8680.722672978332
50,5,1960688.5773012317,5475006.389919611,-9237.660218903146
50,6,1953139.0632962587,5481546.458549154,-9704.09521002327
50,7,1945587.6470534918,5488088.175068312,-10112.510479992465
50,8,1938037.057125736,5494629.175759023,-10539.56546929181
50,9,1930487.6148856273,5501169.1822193805,-11001.93727883131
50,10,1922942.6289408368,5507705.328235583,-11573.646776658385
50,11,1915404.0262861329,5514235.944471297,-12279.225230970891
50,12,1907879.310229315,5520754.530885866,-13199.537096378615
50,13,1900367.2831353452,5527262.124978571,-14284.436261167473
50,14,1892891.5823042255,5533738.249992346,-15733.28939309201
50,15,1885451.8754907725,5540183.19374788,-17474.835795089068
50,16,1878073.9839953342,5546574.587510407,-19623.450578221815
50,17,1870769.034295589,5552902.792523369,-22167.779068155276
50,18,1863543.2032865067,5559162.457804306,-25089.298940973687
50,19,1856405.8195494432,5565345.502096302,-28371.80357220554
50,20,1849385.762898495,5571426.907104656,-32055.530096131322
50,21,1842454.2761374041,5577431.584901458,-36022.22061201021
50,22,1835599.2871606075,5583369.993431263,-40210.99744078676
50,23,1828843.4017714818,5589222.549512238,-44690.1161067676
50,24,1822152.2764535274,5595019.004589939,-49318.13187729503
51,0,2004400.5610575539,5450369.623706805,-4645.780529301423
51,1,1996910.4955484066,5456858.19269778,-5974.828548242413
51,2,1989394.4242439584,5463369.290249656,-7024.882674899442
51,3,1981865.6028606428,5469891.433067595,-7889.606928176938
51,4,1974323.8045995107,5476424.817625261,-8540.638677426155
51,5,1966778.176370187,5482961.520046144,-9084.094361450667
51,6,1959227.5189163603,5489502.579234016,-9515.29821615585
51,7,1951677.4701489692,5496043.111122904,-9935.696421433675
51,8,1944125.8727991434,5502584.9845333,-10334.9179248291
51,9,1936576.9272316736,5509124.560731108,-10815.216350254204
51,10,1929033.4393565818,5515659.408984483,-11399.089580424667
51,11,1921495.008388721,5522189.876489598,-12103.090215877857
51,12,1913971.7970735275,5528707.159361517,-13028.18793658733
51,13,1906463.888039863,5535211.186019682,-14158.96764840911
51,14,1898990.7329895375,5541685.105648966,-15636.972132562696
51,15,1891546.45806582,5548134.006712827,-17350.437550092563
51,16,1884172.7967751164,5554521.735891215,-19532.732142385223
51,17,1876867.5588634065,5560850.190579324,-22078.483318136306
51,18,1869641.4992891254,5567110.0538640125,-24989.263691018896
51,19,1862501.9514502264,5573294.972895827,-28264.28667171308
51,20,1855477.6834574665,5579380.026147558,-31931.796659523367
51,21,1848549.816436746,5585381.568199407,-35910.104157400514
51,22,1841718.8508993378,5591299.165463452,-40180.44506200165
51,23,1834969.692957936,5597145.893623611,-44675.755606292216
51,24,1828313.3680932207,5602912.20141602,-49389.04587857981
52,0,2010518.85961881,5458299.891749611,-4404.390682627831
52,1,2003030.6217485871,5464786.877475228,-5735.542616602247
52,2,1995517.4981487454,5471295.421460025,-6780.177819547874
52,3,1987986.6297082794,5477819.337623141,-7616.631670977069
52,4,1980448.1978504085,5484349.805899262,-8293.731925039538
52,5,1972901.3996910674,5490887.521818842,-8830.199117478276
52,6,1965352.4462888355,5497427.104803827,-9285.111318424251
52,7,1957801.215179269,5503968.66094394,-9702.963487005592
52,8,1950251.1733123953,5510509.18685498,-10129.0052720949
52,9,1942702.1330008742,5517048.845128614,-10610.713408446974
52,10,1935157.9223546286,5523584.319511426,-11197.325246399145
52,11,1927619.837381044,5530114.487285152,-11916.59333681352
52,12,1920096.144070768,5536632.1877046,-12844.097966084477
52,13,1912592.533474588,5543132.490669277,-14026.516478035823
52,14,1905109.9269906208,5549614.5979811875,-15420.06818433902
52,15,1897676.998031263,5556053.670149369,-17207.681190430307
52,16,1890300.8424987425,5562443.560064548,-19365.61659406849
52,17,1883000.6489172229,5568767.644899762,-21923.069335496537
52,18,1875774.2765897976,5575027.779119377,-24826.799960907156
52,19,1868662.384217601,5581188.740496421,-28194.808745970768
52,20,1861625.637656438,5587284.60380741,-31830.384420646344
52,21,1854716.330813323,5593270.067362651,-35872.83918900825
52,22,1847920.2737871604,5599157.423731831,-40202.171683652734
52,23,1841199.6465153135,5604979.436057725,-44747.894472828106
52,24,1834578.3025086278,5610715.440281972,-49561.99073233322
53,0,2016557.8639158474,5466298.851622061,-4029.5590713692386
53,1,2009070.9376134549,5472784.701149557,-5355.067089814718
53,2,2001559.1385649214,5479292.097688776,-6425.8422152179755
53,3,1994032.37553059,5485812.457379534,-7309.456580385349
53,4,1986492.970018227,5492343.769122824,-7996.0600843660695
53,5,1978948.4094437861,5498879.546644939,-8565.23793109484
53,6,1971399.6096836114,5505418.996531342,-9048.526607610343
53,7,1963849.7153573674,5511959.394629407,-9495.336871887375
53,8,1956299.8042433748,5518499.807270531,-9952.226806322642
53,9,1948751.7578385656,5525038.6045327,-10457.405404770412
53,10,1941207.9319248176,5531573.745625589,-11064.576622314298
53,11,1933671.5205557647,5538102.463572415,-11819.123345624963
53,12,1926146.989613216,5544620.88962434,-12751.305203246508
53,13,1918643.258874665,5551121.296667153,-13944.94231846372
53,14,1911169.7006173204,5557595.565590653,-15417.98585016867
53,15,1903730.4727546948,5564040.094435865,-17172.075409954014
53,16,1896343.7052645963,5570439.177383973,-19271.541478483043
53,17,1889038.7683245824,5576767.371343307,-21826.244866439883
53,18,1881817.5165915147,5583023.06964314,-24736.190475884658
53,19,1874691.014057158,5589196.687657837,-28054.065312472805
53,20,1867663.6329518445,5595284.437767901,-31707.542885582407
53,21,1860774.5565232204,5601252.375916992,-35798.407853076664
53,22,1854000.7020919013,5607120.498399867,-40207.26441460372
53,23,1847312.5793701536,5612914.352358444,-44858.837091579066
54,0,2022444.097019328,5474430.155654655,-3417.4582879044715
54,1,2014961.913137618,5480911.896870448,-4777.917237715422
54,2,2007463.6780907693,5487407.5430503925,-5939.523886340742
54,3,1999938.6308489845,5493926.416367193,-6846.705686941999
54,4,1992407.2285639814,5500450.794994502,-7606.05971027621
54,5,1984865.4660742823,5506984.148563733,-8240.215068509102
54,6,1977319.1037154591,5513521.486953675,-8771.343839514146
54,7,1969771.945605525,5520059.51469486,-9276.470985261614
54,8,1962223.6550407372,5526598.523470383,-9776.630378242595
54,9,1954677.3278887714,5533135.831360974,-10326.539546276772
54,10,1947135.139726569,5539669.553686047,-10972.341276422998
54,11,1939600.9645210272,5546196.334466742,-11764.612156177514
54,12,1932077.7121444033,5552713.652909768,-12720.062861686498
54,13,1924574.8388913795,5559213.3171214275,-13927.787237875445
54,14,1917096.7170866223,5565691.539400501,-15368.87844383849
54,15,1909662.129379693,5572132.048525148,-17169.299709178154
54,16,1902270.8056032266,5578535.07853866,-19255.085088526568
54,17,1894960.7143516957,5584867.737626615,-21795.64838585919
54,18,1887726.9904123603,5591134.24047425,-24673.54260156815
54,19,1880591.4087540065,5597315.723643445,-27950.288988585165
54,20,1873583.450637139,5603386.647812483,-31677.27388054599
54,21,1866716.239096355,5609335.644627475,-35852.54044056289
54,22,1859947.8589075073,5615199.024828737,-40267.045647841755
54,23,1853337.455285306,5620925.551507103,-45112.0647855089
55,0,2026877.9241499277,5483819.664484846,-3193.044493693215
